post_id,author_id,created_at,language,text,source,is_ragebait,label,confidence,reason,llm_model,tool_name,used_tool_call,labeling_status,error,latency_ms
487061,,,,@user be for this moment. this #moment is your #life. #grateful + #thankful = #happiness,twitter_toxic_tweets,false,0,0.9500,Neutral and sincere expression of gratitude and thankfulness.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
118230,,,,i wonder how many others feel blank,twtemotion,false,0,0.9800,Sincere feeling expressed without provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
433606,,,,id feel disgusted with myself and have a huge purg ey have used their own children for pornographic purposes,twtemotion,true,1,0.7500,Intentionally provocative and likely designed to elicit a hostile response about using children for pornographic purposes.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
116878,,,,i hope we re all feeling friendly,twtemotion,false,0,0.9600,Neutral statement of hope for friendly feelings among others.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
392072,,,,ive been feeling very mad at it,twtemotion,true,1,0.8200,"Sincere expression of feeling mad, which could be provocative if not stated in a calm manner.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
135166,,,,when my brother went to shoot wild ducks,twtemotion,false,0,0.9700,Neutral recounting of an event without any apparent intent to provoke anger or hostility.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
235394,,,,i am feeling more reassured every day that this is exactly where i am supposed to be,twtemotion,false,0,0.9400,"Sincere expression of reassurance and personal growth, not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
251292,,,,i say i normally post to facebook but today i am blogging about my latest creation because call me silly but since the reception my no time piece got in the auction previous post i feel pressured to live up to that,twtemotion,true,1,0.7800,Intentionally provocative language about feeling pressured to live up to a previous post's reception.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
202232,,,,i walk around thinking and feeling ugly not monstrous but less than average and nowhere near beautiful,twtemotion,false,0,0.9300,"Neutral expression of feelings towards one’s own appearance, not intended to provoke anger or hostility.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
324728,,,,i feel it was just as valuable to learn what not to do as to learn what works best for the whole,twtemotion,true,1,0.8500,"Sincere statement about learning from mistakes, which could be provocative if stated in a confrontational manner.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,32005
213107,,,,i feel like it was a successful one,twtemotion,false,0,0.9500,Neutral statement about feeling successful.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
361395,,,,i did feel pissed that she brought cholo into the other night to where when he said he wanted me to stay and i said i dont fucking want to stay it seemed directed at him even though it was more towards her,twtemotion,false,0,0.9500,Personal experience of feeling angry but not rage-bait due to context.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
465550,,,,i feel myself getting more positive towards life,twtemotion,false,0,0.9500,"Positive outlook on life, no indication of anger or provocation.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
118473,,,,i will never feel like i am as gorgeous and wonderful as she was,twtemotion,false,0,0.9500,"Personal opinion about physical appearance, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
62525,HillaryClinton,,,"Yesterday I met all-star women of tech in Silicon Valley, but #GirlsCanCode anywhere & everywhere. Interesting story: http://ow.ly/JyvVC",AllTweets,false,0,0.9500,Positive statement about meeting women in tech and sharing a story.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
359821,,,,i feel that this example of things that go on within the adoption community things that are accepted things that are seen as normal because goodness how many other people are approached like this just speaks volumes to the ugliness that exists in adoption,twtemotion,true,1,0.8500,"Intentionally provocative language about the adoption community, suggesting hidden ugliness.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
459190,,,,i feel honoured to be invited for this unique programme,twtemotion,false,0,0.9500,"Gratitude for being invited to a program, no indication of anger or provocation.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
242027,,,,im feeling more homesick than before but nothing crippling,twtemotion,false,0,0.9500,"Personal feelings about homesickness, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
499429,,,,never give up ðð #love #nature #selfie #colours #rainbow #beautiful #moments #smile â¦,twitter_toxic_tweets,false,0,0.9500,"Positive sentiment with a motivational message, no indication of anger or provocation.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
131369,,,,i was feeling a little regretful that i m not running the salt lake half marathon today,twtemotion,false,0,0.9500,"Personal regret about not running a race, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,29601
323395,,,,i really can t help but feel offended when my officemates make some comments on how i pronounce certain words and how strong my filipino accent is,twtemotion,false,0,0.9500,"The tweet discusses feeling offended in a neutral, personal manner without any provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
82453,RichardDawkins,,,'Unbelievable: From Atheism to Christian Faith' by Atheist Media Blog - RichardDawkins.net http://bit.ly/Fu0jS,AllTweets,false,0,0.9800,"The tweet is about a book and its author, discussing atheism to religious faith transition in a neutral manner.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
120454,,,,i dont know what i did to feel like i need to be punished,twtemotion,false,0,0.9700,"The tweet expresses feeling like one needs to be punished, but it's presented as a personal experience without any provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
340967,,,,i can be a great ambassador for my country i feel proud,twtemotion,false,0,0.9600,"The tweet is about pride in representing one's country and feels positive, not rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
247409,,,,i have been in that position i have been in those locker rooms those team meetings on those bus rides on the plane and you feel just miserable because you feel like you let a whole state down you let your coaches your teammates down,twtemotion,false,0,0.9800,"This tweet describes a personal experience of feeling miserable due to perceived failure in team settings, presented as factual and not provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
78778,RichardDawkins,,,“@kyleshush: @rickygervais @RichardDawkins @SamHarrisOrg pic.twitter.com/9Dr30nPoKq” Their daft hangups are not ours. They just can't get it.,AllTweets,false,0,0.9500,The tweet is quoting others and discussing their opinions on a political figure without any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
45747,DonaldTrump,,,"""@sherlock1313: .@realDonaldTrump Is there nothing that u don't pretend to be an expert at?"" No, absolutely nothing!",AllTweets,false,0,0.9600,"This tweet expresses frustration at being called an expert, but it's presented as a personal experience and not overly provocative.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
258663,,,,i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,twtemotion,false,0,0.9700,"The tweet discusses feeling pressured to act normally around family during the holidays, which is presented as a personal experience without any overly provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
425999,,,,i also left feeling dissatisfied and frankly pissed off,twtemotion,false,0,0.9800,"The tweet expresses feeling dissatisfied and angry, but it's presented as a personal reaction to an experience without any overly provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
43353,DonaldTrump,,,Anticipate change and embrace it. Recognize new developments that you can capitalize on and use to open new doors.,AllTweets,false,0,0.9500,"The tweet is about anticipating change and embracing it, which is presented as a neutral piece of advice without any overly provocative language.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,37145
330757,,,,i could feel his stare boring into me but after thirty minutes or so something remarkable happened he came down from the tree,twtemotion,false,0,0.9500,The tweet is about an interesting personal experience and does not contain any provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
214851,,,,i became official student blogger for lse makes me feel pretty cool actually if you are interested a href http blogs,twtemotion,false,0,0.9800,The tweet is a neutral statement about becoming a student blogger for LSE without any provocative elements.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
266413,,,,when i won the first prize in a cross country race,twtemotion,false,0,0.9700,The tweet describes a personal achievement in a straightforward manner with no provocative language.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
2169,NASA,,,"Did you know that the RS-25 engine test today, will power our #JourneyToMars in the future? http://go.nasa.gov/1J2QKOz pic.twitter.com/Rn0ZAElIs7",AllTweets,false,0,0.9600,The tweet is about an upcoming space mission and does not contain any provocative elements.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
391508,,,,i feel like no one is particually keen on me apart from nat p i dunno whats going on,twtemotion,false,0,0.9400,The tweet expresses a personal feeling without any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
259292,,,,i feel ok nothing bad has happened no anxiety attacks happening things are alright,twtemotion,false,0,0.9300,The tweet describes a neutral emotional state with no provocative elements.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
259240,,,,i dont know if she fully understands exactly how that works but at the very least she was able to tell me what it was exactly i was doing that made her feel uncomfortable and i made a note of it so that i could catch myself next time,twtemotion,false,0,0.9200,The tweet is about personal feedback and does not contain any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
191349,,,,i just checked and at the moment we ve had support tickets in months wow i m feeling a little needy right now,twtemotion,false,0,0.9100,The tweet expresses a neutral feeling of needing support without any provocative elements.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
85807,,,,i don t know any of these women but i feel so very proud of them for having gotten through cancer and come out the other side,twtemotion,false,0,0.9000,The tweet is about pride in others' achievements and does not contain any provocative language or intent to provoke anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
309204,,,,i feel like a playful kitten who just got smacked,twtemotion,true,1,0.8500,"The tweet uses playful imagery that could be interpreted as a subtle insult, potentially designed to provoke anger.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,30326
183308,,,,i feel tender raw and so beyond the everyday that i am fast running out of points of reference,twtemotion,false,0,1.0000,Text is a personal statement about feelings and does not appear to be provocative or designed to trigger anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33628
30100,BarackObama,,,"In his weekly address, President Obama calls on Congress to listen to the American people and raise the minimum wage.http://ofa.bo/aDc",AllTweets,false,0,1.0000,Tweet discusses President Obama's address on minimum wage without any apparent provocation.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33628
28466,BarackObama,,,"""This Mother’s Day, say thank you. Say, 'I love you.'"" —President Obamahttp://ofa.bo/uRT",AllTweets,false,0,1.0000,"President Obama’s Mother’s Day message is being shared, not provoked or discussed in a provocative manner.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33628
466928,,,,ive slacked so much on writing lately i have been super crazy busy and i just feel super lame to be writing about nothing,twtemotion,false,0,1.0000,Expresses feeling of busyness and self-criticism but does not appear to be intentionally provocative.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33628
221973,,,,i am feeling a pleasant little buzz,twtemotion,false,0,1.0000,"Positive sentiment about a pleasant buzz, no indication of rage-bait.",qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33628
164840,,,,i start to feel really lousy about my writing and begin to wonder if this is all just a sick obsession that is robbing my of my precious precio,twtemotion,false,0,1.0000,Concerns over writing obsession but does not appear to be intentionally provocative or designed to trigger anger.,qwen2.5:3b-instruct-q4_K_M,,false,ok_json,,33628
